"Name","Module Host Key","Host Key","Activity Type Name","Scheduled Days","Scheduled Start Time","Scheduled End Time","Allocated Location Name","Team"
"MATH4/5 Linear Analysis - Tut (Suite 3)/01","MATH10082_SV1_SEM1","#SPLUSF27FE0","Tutorial","Friday","9:00","9:50","6301","2020-LAn-Fri-09:00"
"MATH4/5 Linear Analysis - Tut (Suite 3)/02","MATH10082_SV1_SEM1","#SPLUSF27FE2","Tutorial","Friday","9:00","9:50","6201","2020-LAn-Fri-09:00"
"MATH4/5 Linear Analysis - Tut (Suite 3)/03","MATH10082_SV1_SEM1","#SPLUSF27FE4","Tutorial","Friday","9:00","9:50","6206","2020-LAn-Fri-09:00"
"MATH4 Adv Methods Applied Maths - Tut (Online)/08","MATH10086_SV1_SEM1","#SPLUSB468E3","Tutorial - Online Live","Friday","12:10","13:00","","2020-AMAM-Fri-12:00"
"MATH4 Adv Methods Applied Maths - Tut (Online)/09","MATH10086_SV1_SEM1","#SPLUSB468E5","Tutorial - Online Live","Friday","17:10","18:00","","2020-AMAM-Fri-17:00"
"MATH4 Adv Methods Applied Maths - Tut (Suite 1)/01","MATH10086_SV1_SEM1","#SPLUSB468D4","Tutorial","Friday","12:10","13:00","5326","2020-AMAM-Fri-12:00"
"MATH4 Adv Methods Applied Maths - Tut (Suite 1)/02","MATH10086_SV1_SEM1","#SPLUSB468D6","Tutorial","Friday","12:10","13:00","5327","2020-AMAM-Fri-12:00"
"MATH4 Adv Methods Applied Maths - Tut (Suite 1)/03","MATH10086_SV1_SEM1","#SPLUSB468D8","Tutorial","Friday","12:10","13:00","5328","2020-AMAM-Fri-12:00"
"MATH4 Adv Methods Applied Maths - Tut (Suite 1)/07","MATH10086_SV1_SEM1","#SPLUSB468E1","Tutorial","Friday","12:10","13:00","5205","2020-AMAM-Fri-12:00"
"MATH4 Adv Methods Applied Maths - Tut (Suite 2)/04","MATH10086_SV1_SEM1","#SPLUSB468DA","Tutorial","Friday","17:10","18:00","3217 - Teaching Studio","2020-AMAM-Fri-17:00"
"MATH4 Adv Methods Applied Maths - Tut (Suite 2)/05","MATH10086_SV1_SEM1","#SPLUSB468DC","Tutorial","Friday","17:10","18:00","3217 - Teaching Studio","2020-AMAM-Fri-17:00"
"MATH4 Adv Methods Applied Maths - Tut (Suite 2)/06","MATH10086_SV1_SEM1","#SPLUSB468DE","Tutorial","Friday","17:10","18:00","1501","2020-AMAM-Fri-17:00"
"MATH3 Stats Methodology - Tut (Online)/21","MATH10095_SV1_SEM1","#SPLUS9BDEFF","Tutorial - Online Live","Tuesday","9:00","9:50","","2020-StMe-Tues-9:00"
"MATH3 Stats Methodology - Tut (Online)/22","MATH10095_SV1_SEM1","#SPLUS9BDF05","Tutorial - Online Live","Tuesday","14:10","15:00","","2020-StMe-Tues-14:00"
"MATH3 Stats Methodology - Tut (Online)/23","MATH10095_SV1_SEM1","#SPLUS9BDF03","Tutorial - Online Live","Wednesday","10:30","11:30","","2020-StMe-Wed-10:30"
"MATH3 Stats Methodology - Tut (Online)/24","MATH10095_SV1_SEM1","#SPLUS9BDF09","Tutorial - Online Live","Wednesday","14:10","15:00","","2020-StMe-Wed-14:00"
"MATH3 Stats Methodology - Tut (Suite 1)/01","MATH10095_SV1_SEM1","#SPLUSD98A64","Tutorial","Tuesday","9:00","9:50","5326","2020-StMe-Tues-9:00"
"MATH3 Stats Methodology - Tut (Suite 1)/02","MATH10095_SV1_SEM1","#SPLUSD98A66","Tutorial","Tuesday","9:00","9:50","5327","2020-StMe-Tues-9:00"
"MATH3 Stats Methodology - Tut (Suite 1)/03","MATH10095_SV1_SEM1","#SPLUSD98A68","Tutorial","Tuesday","9:00","9:50","5328","2020-StMe-Tues-9:00"
"MATH3 Stats Methodology - Tut (Suite 1)/04","MATH10095_SV1_SEM1","#SPLUSD98A6A","Tutorial","Tuesday","9:00","9:50","5205","2020-StMe-Tues-9:00"
"MATH3 Stats Methodology - Tut (Suite 1)/14","MATH10095_SV1_SEM1","#SPLUSD98AA5","Tutorial","Wednesday","10:30","11:30","5326","2020-StMe-Wed-10:30"
"MATH3 Stats Methodology - Tut (Suite 1)/15","MATH10095_SV1_SEM1","#SPLUSD98AA7","Tutorial","Wednesday","10:30","11:30","5327","2020-StMe-Wed-10:30"
"MATH3 Stats Methodology - Tut (Suite 1)/16","MATH10095_SV1_SEM1","#SPLUSD98AA9","Tutorial","Wednesday","10:30","11:30","5328","2020-StMe-Wed-10:30"
"MATH3 Stats Methodology - Tut (Suite 1)/17","MATH10095_SV1_SEM1","#SPLUSD98AAB","Tutorial","Wednesday","10:30","11:30","5205","2020-StMe-Wed-10:30"
"MATH3 Stats Methodology - Tut (Suite 2)/08","MATH10095_SV1_SEM1","#SPLUSD98A7C","Tutorial","Tuesday","14:10","15:00","3217 - Teaching Studio","2020-StMe-Tues-14:00"
"MATH3 Stats Methodology - Tut (Suite 2)/09","MATH10095_SV1_SEM1","#SPLUSD98A7E","Tutorial","Tuesday","14:10","15:00","3217 - Teaching Studio","2020-StMe-Tues-14:00"
"MATH3 Stats Methodology - Tut (Suite 2)/10","MATH10095_SV1_SEM1","#SPLUSD98A80","Tutorial","Tuesday","14:10","15:00","1501","2020-StMe-Tues-14:00"
"MATH3 Stats Methodology - Tut (Suite 2)/18","MATH10095_SV1_SEM1","#SPLUSD98AB3","Tutorial","Wednesday","14:10","15:00","3217 - Teaching Studio","2020-StMe-Wed-14:00"
"MATH3 Stats Methodology - Tut (Suite 2)/19","MATH10095_SV1_SEM1","#SPLUSD98AB5","Tutorial","Wednesday","14:10","15:00","3217 - Teaching Studio","2020-StMe-Wed-14:00"
"MATH3 Stats Methodology - Tut (Suite 2)/20","MATH10095_SV1_SEM1","#SPLUSD98AB7","Tutorial","Wednesday","14:10","15:00","1501","2020-StMe-Wed-14:00"
"MATH3 Stats Methodology - Tut (Suite 3)/05","MATH10095_SV1_SEM1","#SPLUSD98A70","Tutorial","Tuesday","9:00","9:50","6301","2020-StMe-Tues-9:00"
"MATH3 Stats Methodology - Tut (Suite 3)/06","MATH10095_SV1_SEM1","#SPLUSD98A72","Tutorial","Tuesday","9:00","9:50","6201","2020-StMe-Tues-9:00"
"MATH3 Stats Methodology - Tut (Suite 3)/07","MATH10095_SV1_SEM1","#SPLUSD98A74","Tutorial","Tuesday","9:00","9:50","6206","2020-StMe-Tues-9:00"
"MATH3 Stats Methodology - Tut (Suite 3)/11","MATH10095_SV1_SEM1","#SPLUSD98A93","Tutorial","Tuesday","14:10","15:00","6301","2020-StMe-Tues-14:00"
"MATH3 Stats Methodology - Tut (Suite 3)/12","MATH10095_SV1_SEM1","#SPLUSD98A95","Tutorial","Tuesday","14:10","15:00","6201","2020-StMe-Tues-14:00"
"MATH3 Stats Methodology - Tut (Suite 3)/13","MATH10095_SV1_SEM1","#SPLUSD98A97","Tutorial","Tuesday","14:10","15:00","6206","2020-StMe-Tues-14:00"
"MATH3 Numerical Linear Algebra - computer lab/01","MATH10098_SV1_SEM1","#SPLUS9BDEC5","Computer Workshop - Online Live","Wednesday","12:10","14:00","","2020-NLA-Wed-12:00"
"MATH3 Numerical Linear Algebra - computer lab/02","MATH10098_SV1_SEM1","#SPLUS9BDEC7","Computer Workshop - Online Live","Wednesday","14:10","16:00","","2020-NLA-Wed-14:00"
"MATH3 Numerical Linear Algebra - Tut (Online)/10","MATH10098_SV1_SEM1","#SPLUSD98BFF","Tutorial - Online Live","Tuesday","9:00","9:50","","2020-NLA-Tues-9:00"
"MATH3 Numerical Linear Algebra - Tut (Online)/11","MATH10098_SV1_SEM1","#SPLUSD98C01","Tutorial - Online Live","Tuesday","14:10","15:00","","2020-NLA-Tues-14:00"
"MATH3 Numerical Linear Algebra - Tut (Online)/12","MATH10098_SV1_SEM1","#SPLUSD98BF4","Tutorial - Online Live","Thursday","9:00","9:50","","2020-NLA-Thurs-9:00"
"MATH3 Numerical Linear Algebra - Tut (Suite 1)/04","MATH10098_SV1_SEM1","#SPLUSD98BE8","Tutorial","Tuesday","14:10","15:00","5326","2020-NLA-Tues-14:00"
"MATH3 Numerical Linear Algebra - Tut (Suite 1)/05","MATH10098_SV1_SEM1","#SPLUSD98BEA","Tutorial","Tuesday","14:10","15:00","5327","2020-NLA-Tues-14:00"
"MATH3 Numerical Linear Algebra - Tut (Suite 1)/06","MATH10098_SV1_SEM1","#SPLUSD98BEC","Tutorial","Tuesday","14:10","15:00","5328","2020-NLA-Tues-14:00"
"MATH3 Numerical Linear Algebra - Tut (Suite 1)/07","MATH10098_SV1_SEM1","#SPLUSD98BEE","Tutorial","Tuesday","14:10","15:00","5205","2020-NLA-Tues-14:00"
"MATH3 Numerical Linear Algebra - Tut (Suite 2)/01","MATH10098_SV1_SEM1","#SPLUSD98BDF","Tutorial","Tuesday","9:00","9:50","3217 - Teaching Studio","2020-NLA-Tues-9:00"
"MATH3 Numerical Linear Algebra - Tut (Suite 2)/02","MATH10098_SV1_SEM1","#SPLUSD98BE1","Tutorial","Tuesday","9:00","9:50","3217 - Teaching Studio","2020-NLA-Tues-9:00"
"MATH3 Numerical Linear Algebra - Tut (Suite 2)/03","MATH10098_SV1_SEM1","#SPLUSD98BE3","Tutorial","Tuesday","9:00","9:50","1501","2020-NLA-Tues-9:00"
"MATH3 Numerical Linear Algebra - Tut (Suite 3)/08","MATH10098_SV1_SEM1","#SPLUSD98BF0","Tutorial","Thursday","9:00","9:50","6301","2020-NLA-Thurs-9:00"
"MATH3 Numerical Linear Algebra - Tut (Suite 3)/09","MATH10098_SV1_SEM1","#SPLUSD98BF2","Tutorial","Thursday","9:00","9:50","6201","2020-NLA-Thurs-9:00"
"MATHO Methodology, Modelling and Consulting Skills - Tut (Online)/11","MATH11007_SV1_SEM1","#SPLUSF27FBF","Tutorial - Online Live","Thursday","12:10","13:00","","2020-MMCS-Thurs-12:00"
"MATHO Methodology, Modelling and Consulting Skills - Tut (Online)/12","MATH11007_SV1_SEM1","#SPLUSF27FC1","Tutorial - Online Live","Thursday","14:10","15:00","","2020-MMCS-Thurs-14:00"
"MATHO Methodology, Modelling and Consulting Skills - Tut (Online)/13","MATH11007_SV1_SEM1","#SPLUSF27FC3","Tutorial - Online Live","Thursday","15:30","16:30","","2020-MMCS-Thurs-15:30"
"MATHO Methodology, Modelling and Consulting Skills - Tut (Suite 1)/07","MATH11007_SV1_SEM1","#SPLUSF27FB7","Tutorial","Thursday","15:30","16:30","5326","2020-MMCS-Thurs-15:30"
"MATHO Methodology, Modelling and Consulting Skills - Tut (Suite 1)/08","MATH11007_SV1_SEM1","#SPLUSF27FB9","Tutorial","Thursday","15:30","16:30","5327","2020-MMCS-Thurs-15:30"
"MATHO Methodology, Modelling and Consulting Skills - Tut (Suite 1)/09","MATH11007_SV1_SEM1","#SPLUSF27FBB","Tutorial","Thursday","15:30","16:30","5328","2020-MMCS-Thurs-15:30"
"MATHO Methodology, Modelling and Consulting Skills - Tut (Suite 1)/10","MATH11007_SV1_SEM1","#SPLUSF27FBD","Tutorial","Thursday","15:30","16:30","5205","2020-MMCS-Thurs-15:30"
"MATHO Methodology, Modelling and Consulting Skills - Tut (Suite 2)/01","MATH11007_SV1_SEM1","#SPLUSF27FA3","Tutorial","Thursday","12:10","13:00","3217 - Teaching Studio","2020-MMCS-Thurs-12:00"
"MATHO Methodology, Modelling and Consulting Skills - Tut (Suite 2)/02","MATH11007_SV1_SEM1","#SPLUSF27FA5","Tutorial","Thursday","12:10","13:00","3217 - Teaching Studio","2020-MMCS-Thurs-12:00"
"MATHO Methodology, Modelling and Consulting Skills - Tut (Suite 2)/03","MATH11007_SV1_SEM1","#SPLUSF27FA7","Tutorial","Thursday","12:10","13:00","1501","2020-MMCS-Thurs-12:00"
"MATHO Methodology, Modelling and Consulting Skills - Tut (Suite 3)/04","MATH11007_SV1_SEM1","#SPLUSF27FAA","Tutorial","Thursday","14:10","15:00","6301","2020-MMCS-Thurs-14:00"
"MATHO Methodology, Modelling and Consulting Skills - Tut (Suite 3)/05","MATH11007_SV1_SEM1","#SPLUSF27FAC","Tutorial","Thursday","14:10","15:00","6201","2020-MMCS-Thurs-14:00"
"MATHO Methodology, Modelling and Consulting Skills - Tut (Suite 3)/06","MATH11007_SV1_SEM1","#SPLUSF27FAE","Tutorial","Thursday","14:10","15:00","6206","2020-MMCS-Thurs-14:00"
"MATHO Fundamentals of Optimization - Tut (Online)/28","MATH11111_SS1_SEM1","#SPLUSF27EE5","Tutorial - Online Live","Thursday","9:00","9:50","","2020-FuO-Thurs-09:00"
"MATHO Fundamentals of Optimization - Tut (Online)/29","MATH11111_SS1_SEM1","#SPLUSF27EE7","Tutorial - Online Live","Thursday","10:30","11:30","","2020-FuO-Thurs-10:30"
"MATHO Fundamentals of Optimization - Tut (Online)/30","MATH11111_SS1_SEM1","#SPLUSF27EE9","Tutorial - Online Live","Thursday","14:10","15:00","","2020-FuO-Thurs-14:00"
"MATHO Fundamentals of Optimization - Tut (Online)/31","MATH11111_SS1_SEM1","#SPLUSF27EEB","Tutorial - Online Live","Thursday","15:30","16:30","","2020-FuO-Thurs-15:30"
"MATHO Fundamentals of Optimization - Tut (Online)/32","MATH11111_SS1_SEM1","#SPLUSF27EED","Tutorial - Online Live","Friday","10:30","11:30","","2020-FuO-Fri-10:30"
"MATHO Fundamentals of Optimization - Tut (Online)/33","MATH11111_SS1_SEM1","#SPLUSF27EEF","Tutorial - Online Live","Friday","14:10","15:00","","2020-FuO-Fri-14:00"
"MATHO Fundamentals of Optimization - Tut (online)/34","MATH11111_SS1_SEM1","#SPLUSB418C1","Tutorial - Online Live","Friday","14:10","15:00","","2020-FuO-Fri-14:00"
"MATHO Fundamentals of Optimization - Tut (Suite 1)/01","MATH11111_SS1_SEM1","#SPLUSF27EAB","Tutorial","Thursday","9:00","9:50","5326","2020-FuO-Thurs-09:00"
"MATHO Fundamentals of Optimization - Tut (Suite 1)/02","MATH11111_SS1_SEM1","#SPLUSF27EAD","Tutorial","Thursday","9:00","9:50","5327","2020-FuO-Thurs-09:00"
"MATHO Fundamentals of Optimization - Tut (Suite 1)/03","MATH11111_SS1_SEM1","#SPLUSF27EAF","Tutorial","Thursday","9:00","9:50","5328","2020-FuO-Thurs-09:00"
"MATHO Fundamentals of Optimization - Tut (Suite 1)/04","MATH11111_SS1_SEM1","#SPLUSF27EB1","Tutorial","Thursday","9:00","9:50","5205","2020-FuO-Thurs-09:00"
"MATHO Fundamentals of Optimization - Tut (Suite 1)/11","MATH11111_SS1_SEM1","#SPLUSF27EC2","Tutorial","Thursday","14:10","15:00","5326","2020-FuO-Thurs-14:00"
"MATHO Fundamentals of Optimization - Tut (Suite 1)/12","MATH11111_SS1_SEM1","#SPLUSF27EC4","Tutorial","Thursday","14:10","15:00","5327","2020-FuO-Thurs-14:00"
"MATHO Fundamentals of Optimization - Tut (Suite 1)/13","MATH11111_SS1_SEM1","#SPLUSF27EC6","Tutorial","Thursday","14:10","15:00","5328","2020-FuO-Thurs-14:00"
"MATHO Fundamentals of Optimization - Tut (Suite 1)/14","MATH11111_SS1_SEM1","#SPLUSF27EC8","Tutorial","Thursday","14:10","15:00","5205","2020-FuO-Thurs-14:00"
"MATHO Fundamentals of Optimization - Tut (Suite 1)/21","MATH11111_SS1_SEM1","#SPLUSF27ED7","Tutorial","Friday","10:30","11:30","5326","2020-FuO-Fri-10:30"
"MATHO Fundamentals of Optimization - Tut (Suite 1)/22","MATH11111_SS1_SEM1","#SPLUSF27ED9","Tutorial","Friday","10:30","11:30","5327","2020-FuO-Fri-10:30"
"MATHO Fundamentals of Optimization - Tut (Suite 1)/23","MATH11111_SS1_SEM1","#SPLUSF27EDB","Tutorial","Friday","10:30","11:30","5328","2020-FuO-Fri-10:30"
"MATHO Fundamentals of Optimization - Tut (Suite 1)/24","MATH11111_SS1_SEM1","#SPLUSF27EDD","Tutorial","Friday","10:30","11:30","5205","2020-FuO-Fri-10:30"
"MATHO Fundamentals of Optimization - Tut (Suite 2)/05","MATH11111_SS1_SEM1","#SPLUSF27EB5","Tutorial","Thursday","10:30","11:30","3217 - Teaching Studio","2020-FuO-Thurs-10:30"
"MATHO Fundamentals of Optimization - Tut (Suite 2)/06","MATH11111_SS1_SEM1","#SPLUSF27EB7","Tutorial","Thursday","10:30","11:30","3217 - Teaching Studio","2020-FuO-Thurs-10:30"
"MATHO Fundamentals of Optimization - Tut (Suite 2)/07","MATH11111_SS1_SEM1","#SPLUSF27EB9","Tutorial","Thursday","10:30","11:30","1501","2020-FuO-Thurs-10:30"
"MATHO Fundamentals of Optimization - Tut (Suite 2)/15","MATH11111_SS1_SEM1","#SPLUSF27ECA","Tutorial","Thursday","15:30","16:30","3217 - Teaching Studio","2020-FuO-Thurs-15:30"
"MATHO Fundamentals of Optimization - Tut (Suite 2)/16","MATH11111_SS1_SEM1","#SPLUSF27ECC","Tutorial","Thursday","15:30","16:30","3217 - Teaching Studio","2020-FuO-Thurs-15:30"
"MATHO Fundamentals of Optimization - Tut (Suite 2)/17","MATH11111_SS1_SEM1","#SPLUSF27ECE","Tutorial","Thursday","15:30","16:30","1501","2020-FuO-Thurs-15:30"
"MATHO Fundamentals of Optimization - Tut (Suite 3)/08","MATH11111_SS1_SEM1","#SPLUSF27EBB","Tutorial","Thursday","10:30","11:30","6301","2020-FuO-Thurs-10:30"
"MATHO Fundamentals of Optimization - Tut (Suite 3)/09","MATH11111_SS1_SEM1","#SPLUSF27EBD","Tutorial","Thursday","10:30","11:30","6201","2020-FuO-Thurs-10:30"
"MATHO Fundamentals of Optimization - Tut (Suite 3)/10","MATH11111_SS1_SEM1","#SPLUSF27EBF","Tutorial","Thursday","10:30","11:30","6206","2020-FuO-Thurs-10:30"
"MATHO Fundamentals of Optimization - Tut (Suite 3)/18","MATH11111_SS1_SEM1","#SPLUSF27ED0","Tutorial","Thursday","15:30","16:30","6301","2020-FuO-Thurs-15:30"
"MATHO Fundamentals of Optimization - Tut (Suite 3)/19","MATH11111_SS1_SEM1","#SPLUSF27ED2","Tutorial","Thursday","15:30","16:30","6201","2020-FuO-Thurs-15:30"
"MATHO Fundamentals of Optimization - Tut (Suite 3)/20","MATH11111_SS1_SEM1","#SPLUSF27ED4","Tutorial","Thursday","15:30","16:30","6206","2020-FuO-Thurs-15:30"
"MATHO Fundamentals of Optimization - Tut (Suite 3)/25","MATH11111_SS1_SEM1","#SPLUSB418BB","Tutorial","Friday","14:10","15:00","6301","2020-FuO-Fri-14:00"
"MATHO Fundamentals of Optimization - Tut (Suite 3)/26","MATH11111_SS1_SEM1","#SPLUSB418BD","Tutorial","Friday","14:10","15:00","6201","2020-FuO-Fri-14:00"
"MATHO Fundamentals of Optimization - Tut (Suite 3)/27","MATH11111_SS1_SEM1","#SPLUSB418BF","Tutorial","Friday","14:10","15:00","6206","2020-FuO-Fri-14:00"
"MATH4 Topics in Noncommutative Algebra - Tut (Online)/07","MATH11143_SV1_SEM1","#SPLUSB46900","Tutorial - Online Live","Friday","12:10","13:00","","2020-TNA-Fri-12:00"
"MATH4 Topics in Noncommutative Algebra - Tut (Online)/08","MATH11143_SV1_SEM1","#SPLUSB46902","Tutorial - Online Live","Friday","14:10","15:00","","2020-TNA-Fri-14:00"
"MATH4 Topics in Noncommutative Algebra - Tut (Suite 3)/01","MATH11143_SV1_SEM1","#SPLUSB468F4","Tutorial","Friday","12:10","13:00","6301","2020-TNA-Fri-12:00"
"MATH4 Topics in Noncommutative Algebra - Tut (Suite 3)/02","MATH11143_SV1_SEM1","#SPLUSB468F6","Tutorial","Friday","12:10","13:00","6201","2020-TNA-Fri-12:00"
"MATH4 Topics in Noncommutative Algebra - Tut (Suite 3)/03","MATH11143_SV1_SEM1","#SPLUSB468F8","Tutorial","Friday","12:10","13:00","6206","2020-TNA-Fri-12:00"
"MATH4 Topics in Noncommutative Algebra - Tut (Suite 3)/04","MATH11143_SV1_SEM1","#SPLUSB468FA","Tutorial","Friday","14:10","15:00","6301","2020-TNA-Fri-14:00"
"MATHF Discrete-Time Finance - Tut (Online)/04","MATH11153_SS1_SEM1","#SPLUSB4188A","Tutorial - Online Live","Wednesday","12:10","13:00","","2020-DTF-Wed-12:00"
"MATHF Discrete-Time Finance - Tut (online)/05","MATH11153_SS1_SEM1","#SPLUSB41891","Tutorial - Online Live","Wednesday","15:30","16:30","","2020-DTF-Wed-15:30"
"MATHF Discrete-Time Finance - Tut (Suite 2)/01","MATH11153_SS1_SEM1","#SPLUSB41882","Tutorial","Wednesday","12:10","13:00","3217 - Teaching Studio","2020-DTF-Wed-12:00"
"MATHF Discrete-Time Finance - Tut (Suite 2)/02","MATH11153_SS1_SEM1","#SPLUSB41884","Tutorial","Wednesday","12:10","13:00","3217 - Teaching Studio","2020-DTF-Wed-12:00"
"MATHF Discrete-Time Finance - Tut (Suite 2)/03","MATH11153_SS1_SEM1","#SPLUSB41886","Tutorial","Wednesday","12:10","13:00","1501","2020-DTF-Wed-12:00"
"MATHO Bayesian Theory - Tut (Online)/14","MATH11177_SS1_SEM1","#SPLUSF27F99","Tutorial - Online Live","Thursday","9:00","9:50","","2020-BTh-Thurs-09:00"
"MATHO Bayesian Theory - Tut (Online)/15","MATH11177_SS1_SEM1","#SPLUSF27F9B","Tutorial - Online Live","Thursday","10:30","11:30","","2020-BTh-Thurs-10:30"
"MATHO Bayesian Theory - Tut (Online)/16","MATH11177_SS1_SEM1","#SPLUSF27F9D","Tutorial - Online Live","Thursday","14:10","15:00","","2020-BTh-Thurs-14:00"
"MATHO Bayesian Theory - Tut (Suite 1)/07","MATH11177_SS1_SEM1","#SPLUSF27F8A","Tutorial","Thursday","10:30","11:30","5326","2020-BTh-Thurs-10:30"
"MATHO Bayesian Theory - Tut (Suite 1)/08","MATH11177_SS1_SEM1","#SPLUSF27F8C","Tutorial","Thursday","10:30","11:30","5327","2020-BTh-Thurs-10:30"
"MATHO Bayesian Theory - Tut (Suite 1)/09","MATH11177_SS1_SEM1","#SPLUSF27F8E","Tutorial","Thursday","10:30","11:30","5328","2020-BTh-Thurs-10:30"
"MATHO Bayesian Theory - Tut (Suite 1)/10","MATH11177_SS1_SEM1","#SPLUSF27F90","Tutorial","Thursday","10:30","11:30","5205","2020-BTh-Thurs-10:30"
"MATHO Bayesian Theory - Tut (Suite 2)/01","MATH11177_SS1_SEM1","#SPLUSF27F75","Tutorial","Thursday","9:00","9:50","3217 - Teaching Studio","2020-BTh-Thurs-09:00"
"MATHO Bayesian Theory - Tut (Suite 2)/02","MATH11177_SS1_SEM1","#SPLUSF27F77","Tutorial","Thursday","9:00","9:50","3217 - Teaching Studio","2020-BTh-Thurs-09:00"
"MATHO Bayesian Theory - Tut (Suite 2)/03","MATH11177_SS1_SEM1","#SPLUSF27F79","Tutorial","Thursday","9:00","9:50","1501","2020-BTh-Thurs-09:00"
"MATHO Bayesian Theory - Tut (Suite 2)/11","MATH11177_SS1_SEM1","#SPLUSF27F92","Tutorial","Thursday","14:10","15:00","3217 - Teaching Studio","2020-BTh-Thurs-14:00"
"MATHO Bayesian Theory - Tut (Suite 2)/12","MATH11177_SS1_SEM1","#SPLUSF27F94","Tutorial","Thursday","14:10","15:00","3217 - Teaching Studio","2020-BTh-Thurs-14:00"
"MATHO Bayesian Theory - Tut (Suite 2)/13","MATH11177_SS1_SEM1","#SPLUSF27F96","Tutorial","Thursday","14:10","15:00","1501","2020-BTh-Thurs-14:00"
"MATHO Bayesian Theory - Tut (Suite 3)/04","MATH11177_SS1_SEM1","#SPLUSF27F84","Tutorial","Thursday","9:00","9:50","6301","2020-BTh-Thurs-09:00"
"MATHO Bayesian Theory - Tut (Suite 3)/05","MATH11177_SS1_SEM1","#SPLUSF27F86","Tutorial","Thursday","9:00","9:50","6201","2020-BTh-Thurs-09:00"
"MATHO Bayesian Theory - Tut (Suite3)/06","MATH11177_SS1_SEM1","#SPLUSF27F88","Tutorial","Thursday","9:00","9:50","6206","2020-BTh-Thurs-09:00"
